,date,team,player,action,notes
12051,2019-03-19,Bucks,Pau Gasol,relinquished,placed on IL with sore left ankle (out for season)
12052,2019-03-19,Bucks,Sterling Brown,acquired,activated from IL
12053,2019-03-19,Grizzlies,C.J. Miles,relinquished,left foot injury (out for season)
12054,2019-03-19,Hornets,(William) Tony Parker,relinquished,placed on IL
12055,2019-03-19,Hornets,Shelvin Mack,acquired,activated from IL
12056,2019-03-19,Lakers,LeBron James,relinquished,placed on IL with left groin injury
12057,2019-03-19,Lakers,Tyson Chandler,acquired,activated from IL
12058,2019-03-19,Nets,Shabazz Napier,relinquished,placed on IL with illness
12059,2019-03-19,Pacers,Darren Collison,relinquished,placed on IL with bruised right quadriceps
12060,2019-03-19,Raptors,Serge Ibaka,acquired,reinstated from suspension
12061,2019-03-19,Thunder,Russell Westbrook,acquired,reinstated from suspension
12062,2019-03-19,Timberwolves,Derrick Rose,relinquished,placed on IL with sore right elbow (out for season)
12063,2019-03-19,Warriors,Andre Iguodala,acquired,activated from IL
12064,2019-03-20,Bucks,George Hill,relinquished,left groin injury (DTD)
12065,2019-03-20,Bucks,Nikola Mirotic,relinquished,placed on IL with fractured left thumb
12066,2019-03-20,Bucks,Ersan Ilyasova,acquired,returned to lineup
12067,2019-03-20,Bulls,Zach LaVine,relinquished,bruised right thigh (out for season)
12068,2019-03-20,Cavaliers,Kevin Love,acquired,returned to lineup
12069,2019-03-20,Cavaliers,Larry Nance Jr.,acquired,returned to lineup
12070,2019-03-20,Cavaliers,Tristan Thompson,acquired,activated from IL
12071,2019-03-20,Celtics,Robert Williams III,acquired,activated from IL
12072,2019-03-20,Grizzlies,Avery Bradley,relinquished,right shin injury (DTD)
12073,2019-03-20,Grizzlies,C.J. Miles,relinquished,placed on IL with left foot injury (out for season)
12074,2019-03-20,Hornets,Michael Kidd-Gilchrist,relinquished,concussion (DTD)
12075,2019-03-20,Knicks,Allonzo Trier,relinquished,placed on IL with strained left calf (out for season)
12076,2019-03-20,Knicks,Kadeem Allen,relinquished,illness (DTD)
12077,2019-03-20,Mavericks,Maximilian Kleber / Maxi Kleber,relinquished,placed on IL with sprained left wrist
12078,2019-03-20,Mavericks,Kostas Antetokounmpo,acquired,activated from IL
12079,2019-03-20,Pelicans,Anthony Davis,relinquished,personal reasons (DTD)
12080,2019-03-20,Raptors,Kyle Lowry,relinquished,placed on IL with sprained right ankle
12081,2019-03-20,Rockets,Kenneth Faried,relinquished,sore left knee (DTD)
12082,2019-03-20,Thunder,Nerlens Noel,acquired,returned to lineup
12083,2019-03-20,Wizards,Jordan McRae,relinquished,placed on IL
12084,2019-03-21,Celtics,Marcus Smart,relinquished,"fined $50,000 by NBA for elbowing opposing player"
12085,2019-03-21,Hornets,(William) Tony Parker,acquired,activated from IL
12086,2019-03-21,Mavericks,Tim Hardaway Jr.,relinquished,placed on IL with tibia injury (out for season)
12087,2019-03-21,Mavericks,Maximilian Kleber / Maxi Kleber,acquired,activated from IL
12088,2019-03-21,Pistons,Blake Griffin,acquired,activated from IL
12089,2019-03-21,Suns,Tyler Johnson,relinquished,placed on IL with sore right knee (out for season)
12090,2019-03-21,Suns,Richaun Holmes,acquired,activated from IL
12091,2019-03-21,Timberwolves,Taj Gibson,relinquished,strained left calf (DTD)
12092,2019-03-21,Warriors,DeMarcus Cousins,acquired,activated from IL
12093,2019-03-21,Wizards,Trevor Ariza,relinquished,strained left groin (DTD)
12094,2019-03-22,Bucks,George Hill,acquired,returned to lineup
12095,2019-03-22,Bucks,Giannis Antetokounmpo,acquired,returned to lineup
12096,2019-03-22,Bucks,Sterling Brown,acquired,returned to lineup
12097,2019-03-22,Celtics,Al Horford,relinquished,sore left knee (DTD)
12098,2019-03-22,Celtics,Aron Baynes,relinquished,sprained left ankle (DTD)
12099,2019-03-22,Grizzlies,Avery Bradley,relinquished,placed on IL with right shin injury (out for season)
12100,2019-03-22,Grizzlies,Joakim Noah,relinquished,sore right knee (DTD)
12101,2019-03-22,Grizzlies,Mike Conley Jr.,relinquished,general soreness (DTD)
12102,2019-03-22,Knicks,Frank Ntilikina,acquired,activated from IL
12103,2019-03-22,Knicks,Kadeem Allen,acquired,returned to lineup
12104,2019-03-22,Lakers,Josh Hart,relinquished,placed on IL with right knee tendinitis (out for season)
12105,2019-03-22,Lakers,Mike Muscala,relinquished,placed on IL with sore right ankle
12106,2019-03-22,Lakers,Lance Stephenson,acquired,activated from IL
12107,2019-03-22,Lakers,LeBron James,acquired,activated from IL
12108,2019-03-22,Magic,Melvin Frazier Jr.,relinquished,placed on IL
12109,2019-03-22,Nets,Shabazz Napier,acquired,activated from IL
12110,2019-03-22,Raptors,Chris Boucher,relinquished,placed on IL
12111,2019-03-22,Rockets,Kenneth Faried,acquired,returned to lineup
12112,2019-03-23,Bulls,Chandler Hutchison,relinquished,toe injury (out for season)
12113,2019-03-23,Celtics,Al Horford,relinquished,placed on IL with sore left knee
12114,2019-03-23,Celtics,Aron Baynes,relinquished,placed on IL with sprained left ankle
12115,2019-03-23,Grizzlies,Joakim Noah,acquired,returned to lineup
12116,2019-03-23,Grizzlies,Mike Conley Jr.,acquired,returned to lineup
12117,2019-03-23,Hornets,Nicolas Batum,relinquished,placed on IL with illness
12118,2019-03-23,Kings,Harry Giles,relinquished,placed on IL with left thigh injury (out for season)
12119,2019-03-23,Mavericks,Salah Mejri,relinquished,placed on IL with illness
12120,2019-03-23,Pelicans,Anthony Davis,acquired,returned to lineup
12121,2019-03-23,Suns,Josh Jackson,relinquished,placed on IL with sprained right ankle
12122,2019-03-23,Warriors,Stephen Curry,relinquished,placed on IL
12123,2019-03-23,Wizards,Trevor Ariza,relinquished,placed on IL with strained left groin
12124,2019-03-23,Wizards,Jordan McRae,acquired,activated from IL
12125,2019-03-24,Celtics,Jayson Tatum,relinquished,placed on IL with bruised lower back
12126,2019-03-24,Celtics,Robert Williams III,relinquished,placed on IL with bruised lower back
12127,2019-03-24,Celtics,Aron Baynes,acquired,activated from IL
12128,2019-03-24,Celtics,Gordon Hayward,acquired,activated from IL
12129,2019-03-24,Hornets,(William) Tony Parker,relinquished,placed on IL for personal reasons
12130,2019-03-24,Lakers,Reggie Bullock,relinquished,placed on IL with right foot injury
12131,2019-03-24,Pistons,Sviatoslav Mykhailiuk / Svi Mykhailiuk,acquired,activated from IL
12132,2019-03-24,Raptors,Chris Boucher,acquired,activated from IL
12133,2019-03-24,Raptors,Kyle Lowry,acquired,activated from IL
12134,2019-03-24,Rockets,Gerald Green (b. 1986-01-26),relinquished,strained left adductor (DTD)
12135,2019-03-24,Warriors,DeMarcus Cousins,relinquished,placed on IL
12136,2019-03-24,Warriors,Stephen Curry,acquired,activated from IL
12137,2019-03-24,Lakers,Mike Muscala,acquired,activated from IL
12138,2019-03-24,Lakers,Mike Muscala,relinquished,sore right ankle (DTD)
12139,2019-03-25,76ers,Ben Simmons,relinquished,placed on IL with gastroenteritis
12140,2019-03-25,76ers,James Ennis,relinquished,placed on IL with bruised right quadriceps
12141,2019-03-25,Bucks,Tony Snell,relinquished,sprained left ankle (DTD)
12142,2019-03-25,Grizzlies,Joakim Noah,relinquished,placed on IL with sore right knee (out for season)
12143,2019-03-25,Grizzlies,Mike Conley Jr.,relinquished,left thigh injury (DTD)
12144,2019-03-25,Magic,Melvin Frazier Jr.,relinquished,bruised lower back (DTD)
12145,2019-03-26,Blazers,Jusuf Nurkic,relinquished,fractured lower left leg (out for season)
12146,2019-03-26,Bucks,Tony Snell,relinquished,placed on IL with sprained left ankle
12147,2019-03-26,Bulls,Kris Dunn,relinquished,strained back (out for season)
12148,2019-03-26,Celtics,Al Horford,acquired,activated from IL
12149,2019-03-26,Celtics,Jayson Tatum,acquired,activated from IL
12150,2019-03-26,Clippers,Landry Shamet,relinquished,placed on IL with left ankle injury
12151,2019-03-26,Hawks,Miles Plumlee,relinquished,surgery on left knee (out for season)
12152,2019-03-26,Hornets,Michael Kidd-Gilchrist,relinquished,placed on IL with concussion
12153,2019-03-26,Hornets,(William) Tony Parker,acquired,activated from IL
12154,2019-03-26,Hornets,Michael Kidd-Gilchrist,acquired,activated from IL
12155,2019-03-26,Lakers,Tyson Chandler,relinquished,illness (DTD)
12156,2019-03-26,Mavericks,Kostas Antetokounmpo,relinquished,placed on IL
12157,2019-03-26,Mavericks,Salah Mejri,acquired,activated from IL
12158,2019-03-26,Nuggets,Malik Beasley,relinquished,placed on IL for personal reasons
12159,2019-03-26,Pelicans,Anthony Davis,relinquished,lower back spasms (out for season)
12160,2019-03-26,Pistons,Sviatoslav Mykhailiuk / Svi Mykhailiuk,relinquished,placed on IL
12161,2019-03-26,Rockets,Gerald Green (b. 1986-01-26),relinquished,placed on IL with strained left adductor
12162,2019-03-26,Rockets,Kenneth Faried,relinquished,placed on IL with sore left knee
12163,2019-03-26,Rockets,Isaiah Hartenstein,acquired,activated from IL
12164,2019-03-26,Wizards,Trevor Ariza,acquired,activated from IL
12165,2019-03-27,Blazers,Jusuf Nurkic,relinquished,placed on IL with fractured lower left leg (out for season)
12166,2019-03-27,Bulls,Lauri Markkanen,relinquished,placed on IL with fatigue (out for season)
12167,2019-03-27,Bulls,Zach LaVine,relinquished,placed on IL with bruised right thigh (out for season)
12168,2019-03-27,Grizzlies,Mike Conley Jr.,acquired,returned to lineup
12169,2019-03-27,Knicks,Frank Ntilikina,relinquished,groin injury (out for season)
12170,2019-03-27,Lakers,LeBron James,relinquished,placed on IL
12171,2019-03-27,Lakers,Tyson Chandler,relinquished,placed on IL with illness
12172,2019-03-27,Lakers,Reggie Bullock,acquired,activated from IL
12173,2019-03-27,Pacers,Alize Johnson,relinquished,placed on IL
12174,2019-03-27,Pacers,Darren Collison,acquired,activated from IL
12175,2019-03-27,Pelicans,Frank Jackson,relinquished,concussion (out for season)
12176,2019-03-27,Warriors,Jordan Bell,relinquished,suspended by team for 1 game for conduct detrimental to the team
12177,2019-03-27,Wizards,Trevor Ariza,relinquished,strained left groin (out for season)
12178,2019-03-27,Wizards,Devin Robinson,relinquished,hip injury (DTD)
12179,2019-03-28,76ers,Ben Simmons,acquired,activated from IL
12180,2019-03-28,Bucks,Donte DiVincenzo,relinquished,placed on IL with heel injury (out for season)
12181,2019-03-28,Clippers,Luc Richard Mbah a Moute / Luc Mbah a Moute,relinquished,surgery on left knee (out for season)
12182,2019-03-28,Clippers,Patrick Beverley,relinquished,placed on IL with hright hip pointer
12183,2019-03-28,Clippers,Landry Shamet,acquired,activated from IL
12184,2019-03-28,Heat,Josh Richardson,relinquished,bruised left heel (DTD)
12185,2019-03-28,Jazz,Dante Exum,relinquished,surgery on right knee (out for season)
12186,2019-03-28,Knicks,Dennis Smith Jr.,acquired,activated from IL
12187,2019-03-28,Lakers,Josh Hart,relinquished,surgery on right knee (out for season)
12188,2019-03-28,Magic,Melvin Frazier Jr.,acquired,activated from IL
12189,2019-03-28,Nuggets,Malik Beasley,acquired,activated from IL
12190,2019-03-28,Raptors,Kawhi Leonard,relinquished,placed on IL for personal reasons
12191,2019-03-28,Raptors,Ogugua Anunoby / O.G. Anunoby,relinquished,placed on IL with concussion
12192,2019-03-28,Rockets,Isaiah Hartenstein,relinquished,placed on IL
12193,2019-03-28,Warriors,Jordan Bell,acquired,reinstated from suspension
12194,2019-03-28,Bucks,Tony Snell,acquired,activated from IL
12195,2019-03-28,Rockets,Kenneth Faried,acquired,activated from IL
12196,2019-03-28,Bucks,Tony Snell,relinquished,sprained left ankle (DTD)
12197,2019-03-28,Rockets,Kenneth Faried,relinquished,sore left knee (DTD)
12198,2019-03-29,Celtics,Robert Williams III,acquired,activated from IL
12199,2019-03-29,Hawks,Taurean Prince,relinquished,placed on IL with foot injury
12200,2019-03-29,Hornets,Nicolas Batum,acquired,activated from IL
12201,2019-03-29,Kings,Nemanja Bjelica,relinquished,illness (DTD)
12202,2019-03-29,Knicks,Frank Ntilikina,relinquished,placed on IL with groin injury (out for season)
12203,2019-03-29,Lakers,LeBron James,acquired,activated from IL
12204,2019-03-29,Lakers,Mike Muscala,acquired,returned to lineup
12205,2019-03-29,Pelicans,Darius Miller,relinquished,strained left adductor (out for season)
12206,2019-03-29,Wizards,Trevor Ariza,relinquished,placed on IL with strained left groin (out for season)
12207,2019-03-30,76ers,James Ennis,acquired,activated from IL
12208,2019-03-30,Cavaliers,Kevin Love,relinquished,sore left shoulder (DTD)
12209,2019-03-30,Celtics,Al Horford,relinquished,placed on IL with sore left knee
12210,2019-03-30,Celtics,Kyrie Irving,relinquished,placed on IL with sore lower back
12211,2019-03-30,Clippers,Danilo Gallinari,relinquished,placed on IL with sore left ankle
12212,2019-03-30,Clippers,Patrick Beverley,acquired,activated from IL
12213,2019-03-30,Hawks,Dewayne Dedmon,relinquished,sore left ankle (out for season)
12214,2019-03-30,Lakers,LeBron James,relinquished,left groin injury (out for season)
12215,2019-03-30,Mavericks,Luka Doncic,relinquished,bruised right thigh (DTD)
12216,2019-03-30,Pistons,Blake Griffin,relinquished,sore left knee (DTD)
12217,2019-03-30,Raptors,Patrick McCaw,relinquished,placed on IL with sprained right thumb
12218,2019-03-30,Suns,Richaun Holmes,relinquished,placed on IL with migraine headache
12219,2019-03-30,Suns,Josh Jackson,acquired,activated from IL
12220,2019-03-31,Bucks,Giannis Antetokounmpo,relinquished,sprained right ankle (DTD)
12221,2019-03-31,Bucks,Khris Middleton,relinquished,left groin injury (DTD)
12222,2019-03-31,Clippers,Danilo Gallinari,acquired,activated from IL
12223,2019-03-31,Grizzlies,Mike Conley Jr.,relinquished,sore left ankle (out for season)
12224,2019-03-31,Hawks,Dewayne Dedmon,relinquished,placed on IL with sore left ankle (out for season)
12225,2019-03-31,Jazz,Derrick Favors,relinquished,back spasms (DTD)
12226,2019-03-31,Kings,Marvin Bagley III,relinquished,placed on IL with illness
12227,2019-03-31,Kings,Nemanja Bjelica,acquired,returned to lineup
12228,2019-03-31,Lakers,Kyle Kuzma,relinquished,left foot injury (out for season)
12229,2019-03-31,Lakers,LeBron James,relinquished,placed on IL with left groin injury (out for season)
12230,2019-03-31,Lakers,Reggie Bullock,acquired,returned to lineup
12231,2019-03-31,Mavericks,Luka Doncic,relinquished,placed on IL with bruised right thigh
12232,2019-03-31,Mavericks,Kostas Antetokounmpo,acquired,activated from IL
12233,2019-03-31,Suns,Deandre Ayton,relinquished,sprained left ankle (out for season)
12234,2019-04-01,76ers,Jimmy Butler,relinquished,placed on IL with back injury
12235,2019-04-01,Bucks,Ersan Ilyasova,relinquished,sore back (DTD)
12236,2019-04-01,Bucks,Giannis Antetokounmpo,acquired,returned to lineup
12237,2019-04-01,Celtics,Jaylen Brown,relinquished,placed on IL with lower back spasms
12238,2019-04-01,Celtics,Al Horford,acquired,activated from IL
12239,2019-04-01,Celtics,Kyrie Irving,acquired,activated from IL
12240,2019-04-01,Grizzlies,Jonas Valanciunas,relinquished,sprained right ankle (out for season)
12241,2019-04-01,Jazz,Derrick Favors,relinquished,placed on IL with back spasms
12242,2019-04-01,Jazz,Kyle Korver,relinquished,placed on IL with sore right knee
12243,2019-04-01,Knicks,Dennis Smith Jr.,relinquished,placed on IL with sore lower back
12244,2019-04-01,Mavericks,Kostas Antetokounmpo,relinquished,placed on IL
12245,2019-04-01,Pacers,Alize Johnson,relinquished,sore left foot (DTD)
12246,2019-04-01,Pacers,Darren Collison,relinquished,placed on IL with groin injury
12247,2019-04-01,Pacers,Wesley Matthews / Wes Matthews Jr.,relinquished,placed on IL with strained right hamstring
12248,2019-04-01,Pistons,Blake Griffin,relinquished,placed on IL with sore left knee
12249,2019-04-01,Pistons,Luke Kennard,relinquished,placed on IL with sore right foot
12250,2019-04-01,Pistons,Sviatoslav Mykhailiuk / Svi Mykhailiuk,acquired,activated from IL
12251,2019-04-01,Raptors,Kawhi Leonard,acquired,activated from IL
12252,2019-04-01,Suns,Deandre Ayton,relinquished,placed on IL with sprained left ankle (out for season)
12253,2019-04-01,Suns,Richaun Holmes,acquired,activated from IL
12254,2019-04-01,Knicks,Isaiah Hicks,relinquished,sore left hip (DTD)
12255,2019-04-02,Heat,Derrick Jones Jr.,relinquished,right knee injury (DTD)
12256,2019-04-02,Kings,Marvin Bagley III,acquired,activated from IL
12257,2019-04-02,Knicks,Kadeem Allen,relinquished,concussion (out for season)
12258,2019-04-02,Rockets,Gerald Green (b. 1986-01-26),acquired,activated from IL
12259,2019-04-02,Rockets,Kenneth Faried,acquired,returned to lineup
12260,2019-04-02,Warriors,Draymond Green,relinquished,"fined $35,000 by NBA for criticizing integrity of officiating on social media"
12261,2019-04-02,Warriors,Kevin Durant,relinquished,"fined $15,000 by NBA for publically criticizing officiating"
12262,2019-04-02,Warriors,Stephen Curry,relinquished,"fined $25,000 by NBA for publically questioning integrity of officiating"
12263,2019-04-03,76ers,Jimmy Butler,acquired,activated from IL
12264,2019-04-03,Celtics,Marcus Morris,relinquished,placed on IL with sore left knee
12265,2019-04-03,Clippers,Patrick Beverley,relinquished,placed on IL with right hip pointer
12266,2019-04-03,Grizzlies,Jonas Valanciunas,relinquished,placed on IL with sprained right ankle (out for season)
12267,2019-04-03,Hawks,Taurean Prince,acquired,activated from IL
12268,2019-04-03,Heat,Derrick Jones Jr.,relinquished,placed on IL with right knee injury
12269,2019-04-03,Heat,Josh Richardson,acquired,returned to lineup
12270,2019-04-03,Heat,Justise Winslow,acquired,activated from IL
12271,2019-04-03,Heat,Rodney McGruder,acquired,activated from IL
12272,2019-04-03,Hornets,Marvin Williams,relinquished,placed on IL with right foot injury
12273,2019-04-03,Jazz,Jae Crowder,relinquished,placed on IL with bruised right quadriceps
12274,2019-04-03,Jazz,Ricky Rubio,relinquished,placed on IL with right hamstring injury
12275,2019-04-03,Knicks,Kadeem Allen,relinquished,placed on IL with concussion (out for season)
12276,2019-04-03,Mavericks,Dorian Finney-Smith,relinquished,placed on IL with mouth injury
12277,2019-04-03,Mavericks,Luka Doncic,acquired,activated from IL
12278,2019-04-03,Pacers,Alize Johnson,acquired,activated from IL
12279,2019-04-03,Pistons,Sviatoslav Mykhailiuk / Svi Mykhailiuk,relinquished,placed on IL (out for season)
12280,2019-04-03,Pistons,Luke Kennard,acquired,activated from IL
12281,2019-04-03,Rockets,Gerald Green (b. 1986-01-26),acquired,returned to lineup
12282,2019-04-03,Timberwolves,Taj Gibson,relinquished,placed on IL with strained left calf
12283,2019-04-04,76ers,James Ennis,relinquished,placed on IL with bruised right quadriceps (out for season)
12284,2019-04-04,76ers,Jimmy Butler,relinquished,placed on IL with back injury
12285,2019-04-04,Bucks,Ersan Ilyasova,acquired,returned to lineup
12286,2019-04-04,Bucks,Khris Middleton,acquired,returned to lineup
12287,2019-04-04,Heat,Josh Richardson,relinquished,strained left hip (out for season)
12288,2019-04-04,Heat,Ryan Anderson,relinquished,personal reasons (DTD)
12289,2019-04-04,Lakers,Kyle Kuzma,relinquished,placed on IL with left foot injury (out for season)
12290,2019-04-04,Lakers,Reggie Bullock,relinquished,stiff neck (out for season)
12291,2019-04-04,Lakers,Tyson Chandler,acquired,activated from IL
12292,2019-04-04,Nets,Allen Crabbe,relinquished,surgery on right knee (out for season)
12293,2019-04-04,Pelicans,Anthony Davis,relinquished,"fined $15,000 by NBA for making obscene gesture towards fan during game"
12294,2019-04-04,Suns,Devin Booker,relinquished,sprained left ankle (out for season)
12295,2019-04-04,Suns,Tyler Johnson,relinquished,surgery on right knee (out for season)
12296,2019-04-04,Warriors,Andre Iguodala,relinquished,placed on IL with toe injury
12297,2019-04-04,Wizards,Jabari Parker,relinquished,sprained left knee (out for season)
12298,2019-04-05,Blazers,Seth Curry,relinquished,sore left tibia (DTD)
12299,2019-04-05,Celtics,Marcus Morris,acquired,activated from IL
12300,2019-04-05,Clippers,JaMychal Green,relinquished,placed on IL for personal reasons
12301,2019-04-05,Hawks,Kent Bazemore,relinquished,placed on IL with strained left adductor
12302,2019-04-05,Hawks,Kevin Huerter,relinquished,back injury (DTD)
12303,2019-04-05,Heat,Josh Richardson,relinquished,placed on IL with strained left hip (out for season)
12304,2019-04-05,Heat,Derrick Jones Jr.,acquired,activated from IL
12305,2019-04-05,Jazz,Raulzinho Neto / Raul Neto,relinquished,placed on IL with sore left ankle
12306,2019-04-05,Jazz,Jae Crowder,acquired,activated from IL
12307,2019-04-05,Jazz,Ricky Rubio,acquired,activated from IL
12308,2019-04-05,Kings,Willie Cauley-Stein,relinquished,placed on IL for personal reasons
12309,2019-04-05,Knicks,Emmanuel Mudiay,relinquished,sore left shoulder (out for season)
12310,2019-04-05,Mavericks,Luka Doncic,relinquished,placed on IL with bruised right thigh
12311,2019-04-05,Mavericks,Dorian Finney-Smith,acquired,activated from IL
12312,2019-04-05,Pacers,Wesley Matthews / Wes Matthews Jr.,acquired,activated from IL
12313,2019-04-05,Pelicans,Stanley Johnson,relinquished,left ankle injury (out for season)
12314,2019-04-05,Pistons,Sviatoslav Mykhailiuk / Svi Mykhailiuk,relinquished,fractured left index finger (out for season)
12315,2019-04-05,Pistons,Blake Griffin,acquired,activated from IL
12316,2019-04-05,Raptors,Ogugua Anunoby / O.G. Anunoby,acquired,activated from IL
12317,2019-04-05,Spurs,Marco Belinelli,relinquished,placed on IL with sore left hip
12318,2019-04-05,Suns,Richaun Holmes,relinquished,sprained left ankle (out for season)
12319,2019-04-05,Wizards,Devin Robinson,acquired,returned to lineup
12320,2019-04-06,Bucks,Giannis Antetokounmpo,relinquished,left calf injury (DTD)
12321,2019-04-06,Jazz,Ricky Rubio,relinquished,bruised left quadricep (DTD)
12322,2019-04-06,Mavericks,Maximilian Kleber / Maxi Kleber,relinquished,bruised right knee (DTD)
12323,2019-04-07,Blazers,Gary Trent Jr.,relinquished,placed on IL with gastroenteritis
12324,2019-04-07,Blazers,C.J. McCollum,acquired,activated from IL
12325,2019-04-07,Blazers,Seth Curry,acquired,returned to lineup
12326,2019-04-07,Bucks,Giannis Antetokounmpo,acquired,returned to lineup
12327,2019-04-07,Cavaliers,Nik Stauskas,relinquished,bruised lower back (DTD)
12328,2019-04-07,Cavaliers,Kevin Love,acquired,returned to lineup
12329,2019-04-07,Celtics,Guerschon Yabusele,relinquished,placed on IL
12330,2019-04-07,Celtics,Jaylen Brown,acquired,activated from IL
12331,2019-04-07,Clippers,Danilo Gallinari,relinquished,sore left ankle (DTD)
12332,2019-04-07,Hawks,Kent Bazemore,acquired,activated from IL
12333,2019-04-07,Hawks,Kevin Huerter,acquired,returned to lineup
12334,2019-04-07,Hornets,Michael Kidd-Gilchrist,relinquished,placed on IL for personal reasons
12335,2019-04-07,Jazz,Ricky Rubio,relinquished,placed on IL with bruised left quadricep
12336,2019-04-07,Kings,Kosta Koufos,relinquished,placed on IL with strained left calf (out for season)
12337,2019-04-07,Kings,Willie Cauley-Stein,acquired,activated from IL
12338,2019-04-07,Knicks,Emmanuel Mudiay,relinquished,placed on IL with sore left shoulder (out for season)
12339,2019-04-07,Knicks,Dennis Smith Jr.,acquired,activated from IL
12340,2019-04-07,Knicks,Isaiah Hicks,acquired,activated from IL
12341,2019-04-07,Lakers,Lance Stephenson,relinquished,sore left foot (out for season)
12342,2019-04-07,Mavericks,Kostas Antetokounmpo,relinquished,sore left knee (DTD)
12343,2019-04-07,Mavericks,Maximilian Kleber / Maxi Kleber,relinquished,placed on IL with bruised right knee
12344,2019-04-07,Pacers,Tyreke Evans,relinquished,placed on IL with sore right knee
12345,2019-04-07,Pacers,Darren Collison,acquired,activated from IL
12346,2019-04-07,Spurs,Marco Belinelli,acquired,activated from IL
12347,2019-04-07,Timberwolves,Jerryd Bayless,relinquished,right ankle injury (DTD)
12348,2019-04-07,Wizards,Jordan McRae,relinquished,left Achilles injury (out for season)
12349,2019-04-07,Clippers,Luc Richard Mbah a Moute / Luc Mbah a Moute,acquired,activated from IL
12350,2019-04-08,76ers,J.J. Redick,relinquished,back injury (DTD)
12351,2019-04-08,76ers,Joel Embiid,relinquished,sore left knee (DTD)
12352,2019-04-08,Celtics,Al Horford,relinquished,sore left knee (DTD)
12353,2019-04-08,Celtics,Aron Baynes,relinquished,sore left ankle (DTD)
12354,2019-04-08,Celtics,Gordon Hayward,relinquished,sore left ankle (DTD)
12355,2019-04-08,Celtics,Jayson Tatum,relinquished,bruised left shin (DTD)
12356,2019-04-08,Celtics,Kyrie Irving,relinquished,bruised right knee (DTD)
12357,2019-04-08,Celtics,Marcus Morris,relinquished,right knee injury (DTD)
12358,2019-04-08,Celtics,Marcus Smart,relinquished,torn left oblique (out indefinitely)
12359,2019-04-08,Hornets,Shelvin Mack,relinquished,personal reasons (DTD)
12360,2019-04-08,Knicks,Lance Thomas,relinquished,personal reasons (DTD)
12361,2019-04-09,76ers,(James) Mike Scott,relinquished,placed on IL with tightness in lower back
12362,2019-04-09,76ers,J.J. Redick,relinquished,placed on IL with back injury
12363,2019-04-09,76ers,Joel Embiid,relinquished,placed on IL with sore left knee
12364,2019-04-09,76ers,Furkan Korkmaz,acquired,activated from IL
12365,2019-04-09,76ers,Jimmy Butler,acquired,activated from IL
12366,2019-04-09,Cavaliers,J.R. Smith,relinquished,placed on IL for personal reasons (out for season)
12367,2019-04-09,Cavaliers,Nik Stauskas,acquired,returned to lineup
12368,2019-04-09,Celtics,Al Horford,relinquished,placed on IL with sore left knee
12369,2019-04-09,Celtics,Aron Baynes,relinquished,placed on IL with sore left ankle
12370,2019-04-09,Celtics,Gordon Hayward,relinquished,placed on IL with sore left ankle
12371,2019-04-09,Celtics,Kyrie Irving,relinquished,placed on IL with bruised right knee
12372,2019-04-09,Celtics,Marcus Morris,relinquished,placed on IL with right knee injury
12373,2019-04-09,Celtics,Marcus Smart,relinquished,placed on IL with torn left oblique
12374,2019-04-09,Celtics,Guerschon Yabusele,acquired,activated from IL
12375,2019-04-09,Heat,Ryan Anderson,acquired,returned to lineup
12376,2019-04-09,Hornets,Shelvin Mack,relinquished,placed on IL for personal reasons
12377,2019-04-09,Hornets,Marvin Williams,acquired,activated from IL
12378,2019-04-09,Jazz,Derrick Favors,acquired,activated from IL
12379,2019-04-09,Knicks,Lance Thomas,relinquished,placed on IL for personal reasons
12380,2019-04-09,Knicks,Mario Hezonja,relinquished,illness (DTD)
12381,2019-04-09,Lakers,Lance Stephenson,relinquished,placed on IL with sore left foot (out for season)
12382,2019-04-09,Magic,Jonathan Isaac,relinquished,concussion (DTD)
12383,2019-04-09,Mavericks,Courtney Lee,relinquished,placed on IL with bruised left hip
12384,2019-04-09,Mavericks,Kostas Antetokounmpo,acquired,activated from IL
12385,2019-04-09,Mavericks,Luka Doncic,acquired,activated from IL
12386,2019-04-09,Mavericks,Maximilian Kleber / Maxi Kleber,acquired,activated from IL
12387,2019-04-09,Nets,DeMarre Carroll,relinquished,sprained right wrist (DTD)
12388,2019-04-09,Pacers,Wesley Matthews / Wes Matthews Jr.,relinquished,toe injury (DTD)
12389,2019-04-09,Timberwolves,Karl-Anthony Towns,relinquished,right knee inflammation (out for season)
12390,2019-04-09,Warriors,Kevin Durant,relinquished,placed on IL with flu
12391,2019-04-09,Warriors,Klay Thompson,relinquished,placed on IL with sore right knee
12392,2019-04-10,76ers,Ben Simmons,relinquished,placed on IL with dental ailment
12393,2019-04-10,76ers,Jimmy Butler,relinquished,placed on IL with tightness in lower back
12394,2019-04-10,76ers,Jonah Bolden,relinquished,sore left knee (out for season)
12395,2019-04-10,76ers,(James) Mike Scott,acquired,activated from IL
12396,2019-04-10,Blazers,Gary Trent Jr.,acquired,activated from IL
12397,2019-04-10,Bulls,Kris Dunn,relinquished,placed on IL with strained back (out for season)
12398,2019-04-10,Clippers,Danilo Gallinari,acquired,returned to lineup
12399,2019-04-10,Clippers,JaMychal Green,acquired,activated from IL
12400,2019-04-10,Clippers,Patrick Beverley,acquired,activated from IL
